EEG_CH1_RAW	EEG_CH1_BP_0p5_20
-388931	-238466.16
-503562	-236634.72
-536784	-236564.4
-389582	-237908.03
-294827	-240033.75
-377924	-242227.03
-499826	-243857.83
-533731	-244478.67
-384136	-243938.89
-292814	-242338.98
-372840	-240018.67
-497086	-237457.78
-537355	-235137.84
-400054	-233474.39
-295782	-232701.62
-369062	-232875.17
-493739	-233872.44
-535374	-235422.47
-394162	-237206.16
-290219	-238881.56
-366616	-240178.31
-491331	-240931.06
-531111	-241079.89
-384469	-240704.16
-285508	-239946.83
-363278	-239025.6
-490916	-238183.34
-534244	-237641.78
-396502	-237603.39
-284529	-238186.62
-369301	-239433.5
-478572	-241304.06
-540281	-243641.9
-442693	-246235.89
-293317	-248809.33
-367529	-251057.36
-491886	-252716.58
-538922	-253580.92
-429705	-253575.45
-282840	-252766.42
-363271	-251360.62
-489051	-249692.39
-539371	-248158.47
-451219	-247166.75
-290741	-247060.66
-368715	-248026.72
-492409	-250069.1
-538937	-252981.08
-460242	-256391.45
-292752	-259836.4
-368733	-262814.5
-491294	-264902.38
-538089	-265819.22
-457125	-265494.97
-284539	-264086.03
-361519	-261910.23
-490879	-259395.28
-536940	-256978.83
-456397	-255028.27
-296907	-253774.06
-376126	-253245.94
-494187	-253292.81
-534931	-253615.38
-434677	-253857.98
-293914	-253688.39
-395412	-252865.06
-498977	-251317.48
-534913	-249139.69
-438278	-246592.88
-297434	-244045.83
-412272	-241881.94
-500170	-240456.4
-532094	-239985.0
-408903	-240539.55
-278200	-242016.5
-423367	-244154.34
-505841	-246633.95
-532098	-249089.03
-413400	-251208.89
-272380	-252774.7
-425914	-253663.06
-500904	-253910.1
-533453	-253619.78
-456646	-252969.5
-297992	-252179.25
-468197	-251402.66
-527112	-250785.44
-533817	-250369.34
-465212	-250136.16
-302872	-250047.16
-458761	-250010.8
-522639	-249988.66
-533369	-249933.25
-461076	-249822.66
-297604	-249675.95
-452617	-249484.11
-519226	-249275.72
-532517	-249033.36
-453207	-248718.69
-290599	-248294.78
-469774	-247676.89
-529969	-246847.42
-532407	-245789.47
-462018	-244524.67
-292927	-243147.88
-470089	-241748.64
-531122	-240492.8
-532073	-239516.75
-478694	-238918.38
-315614	-238773.81
-474125	-239050.47
-531433	-239687.66
-532051	-240536.45
-484102	-241390.12
-330721	-242062.31
-479539	-242350.22
-531719	-242145.64
-531999	-241386.88
-490261	-240093.92
-348954	-238406.81
-486689	-236507.86
-531894	-234662.17
-531669	-233123.88
-479429	-232106.12
-357437	-231782.89
-494072	-232218.73
-531723	-233414.11
-530841	-235239.86
-437065	-237486.62
-331496	-239896.25
-494212	-242175.53
-531234	-244107.23
-530479	-245506.38
-435525	-246289.28
-322948	-246468.5
-494600	-246140.77
-530742	-245532.72
-523905	-244873.16
-370368	-244405.2
-292848	-244295.5
-492063	-244619.08
-530011	-245421.27
-528334	-246607.16
-408567	-248013.0
-293462	-249427.39
-490056	-250613.9
-529538	-251434.94
-528514	-251782.62
-418637	-251649.61
-271133	-251114.77
-482015	-250281.64
-528589	-249354.47
-528415	-248494.69
-450836	-247829.19
-292553	-247447.2
-482205	-247313.39
-514069	-247429.22
