EEG_CH1_RAW	EEG_CH1_BP_0p5_20
-1077	2944.7332
3633	2954.5938
15639	2962.2686
2350	2968.32
-1180	2965.8818
-1074	2959.5273
3437	2950.1177
15448	2938.4595
2397	2930.636
-1188	2924.7065
-1062	2928.1006
3498	2941.7268
15201	2963.352
2374	2993.2915
-1186	3022.387
-1098	3050.7717
4136	3073.7075
17756	3086.0781
2878	3090.2983
-1189	3081.8625
-1057	3067.5752
3289	3050.5688
15388	3032.5886
2649	3019.44
-1193	3007.5452
-1040	3000.5095
3488	2995.7742
16053	2988.266
2845	2977.9385
-1207	2957.3337
-1004	2929.038
3141	2892.9656
15393	2848.9504
2838	2802.8728
-1174	2752.808
-1027	2705.0222
2745	2660.4448
14533	2617.1084
2689	2576.8015
-1187	2533.2034
-1037	2488.9915
2706	2443.7522
14509	2396.935
2669	2354.2292
-1196	2314.5334
-1079	2284.7366
2352	2266.331
13743	2256.895
2611	2255.9148
-1197	2253.0286
-1076	2244.9478
2163	2224.8884
13161	2186.9412
2491	2133.8484
-1188	2066.344
-1102	1998.4869
2013	1944.3082
13017	1917.6641
2457	1935.3085
-1206	2001.8333
-1127	2122.547
1931	2290.1648
12967	2487.2283
2479	2694.3694
-1182	2881.7063
-1019	3028.6191
3070	3115.8047
15848	3130.9365
2973	3078.0383
-1198	2963.2595
-1196	2809.684
1739	2641.5557
12717	2481.8716
2498	2354.3909
-1206	2268.0654
-1187	2230.7913
1699	2237.425
12888	2273.504
2628	2324.9412
-1204	2369.5566
-1196	2396.1326
1715	2395.3833
12984	2363.1057
2626	2306.6018
-1200	2230.5166
-1186	2150.2026
1759	2077.1023
13525	2018.1387
2788	1981.5096
-1196	1963.2246
-1171	1963.9584
1459	1978.7887
12266	2000.6066
2554	2028.0858
-1204	2054.258
-1197	2082.4468
1431	2113.5837
12559	2146.6675
2748	2184.3735
-1210	2219.815
-1199	2252.3577
1156	2276.6934
12234	2285.6372
2782	2278.7483
-1198	2251.4976
-1203	2211.88
1343	2168.5457
12573	2130.9534
2844	2114.1472
-1192	2123.503
-1189	2168.1987
1324	2247.7363
12471	2352.859
2833	2473.4883
-1187	2588.3735
-1190	2684.1238
1216	2746.9077
12164	2766.5742
2779	2745.6208
-1189	2685.7202
-1195	2603.4353
1132	2515.3472
12051	2435.7783
2764	2380.5635
-1210	2351.9932
-1187	2353.5342
1031	2378.7559
11783	2414.3147
2725	2449.7239
-1197	2467.8735
-1180	2463.8408
1106	2434.902
11781	2382.0566
2734	2315.96
-1201	2242.387
-1200	2175.2861
1020	2123.069
11733	2087.8918
2783	2072.1177
-1210	2066.4329
-1203	2066.6555
1036	2065.0627
11838	2053.3218
2837	2031.2168
-1196	1994.8964
-1200	1951.1925
984	1905.9557
11717	1862.9574
2887	1829.3208
-1192	1801.9625
-1196	1781.8041
983	1764.3907
11936	1742.0721
3054	1713.3201
-1199	1672.6013
-1182	1625.5095
826	1579.4553
11526	1543.0878
2958	1531.4508
-1202	1551.1824
-1187	1611.4152
678	1712.2852
11046	1844.2601
2940	1995.6407
-1194	2142.7656
-1186	2267.2363
639	2349.9844
11334	2375.2537
3163	2340.4546
-1194	2244.5767
-1191	2103.9604
673	1938.6866
11303	1769.7617
3126	1622.678
-1188	1511.5807
-1200	1450.5682
526	1442.7493
10804	1480.5369
3036	1554.4495
-1188	1643.9985
-1197	1734.7616
548	1812.0449
10936	1863.2915
3152	1886.5815
-1186	1878.7821
-1194	1848.3739
550	1804.3275
10972	1753.9357
3218	1708.3588
-1208	1669.465
-1199	1642.2279
442	1626.4552
10613	1617.299
3194	1613.7651
-1209	1608.299
-1210	1600.8862
456	1591.1228
10619	1577.95
3316	1566.6433
-1209	1556.296
-1199	1552.2124
309	1556.7058
10236	1568.2161
3243	1588.4692
-1209	1611.1783
-1206	1635.771
266	1659.4747
10459	1677.3889
3450	1690.4922
-1193	1694.1528
-1206	1691.1996
278	1683.369
10636	1670.2712
3651	1656.5944
-1200	1640.2372
-1216	1624.773
281	1611.3518
10729	1598.0989
3734	1587.8229
-1174	1575.9288
-1209	1565.0857
228	1555.8494
10735	1546.0559
3848	1538.7474
-1171	1530.3159
-1205	1523.2202
188	1518.1254
10703	1512.848
3943	1510.2789
-1193	1506.5609
-1197	1504.1975
148	1504.028
10479	1504.0525
3841	1507.353
-1197	1510.2284
-1215	1514.7991
158	1521.3333
10585	1526.9762
4008	1533.9391
-1181	1537.9907
-1203	1540.7267
73	1542.68
10394	1541.9924
4074	1542.3914
-1173	1541.6052
-1197	1543.0607
118	1548.5471
10562	1556.4347
4229	1569.5021
-1181	1583.3988
-1201	1598.0399
42	1611.4034
10249	1618.3092
4127	1618.8997
-1173	1608.1139
-1211	1587.0991
34	1557.368
10259	1519.1931
